geoid20_x,FIPS,ShapeSTArea,ShapeSTLength,pop_below_100_pct,pop_below_200_pct,chd_pct,total_pop,snap_rate,Age Total population,Under 18 years,Percent Under 18 years,0-19 years,20 to 44 years,45 to 64 years,65 years and over,Percent 65 years and over,85 years and over,Hispanic or Latino,Percent Hispanic or Latino,Not Hispanic or Latino,geoid20_y
127604,6037127604,4677029.411,9875.250627,20.273973,42.587521,6.4818587,3288,6.082725,3141,581,18.5,629,1497,518,497,15.8,65,1608,51.2,1533,127604
127605,6037127605,6981245.817,10568.64118,29.30777,53.436256,4.3899069,3827,5.2260256,3734,1124,30.1,1242,1394,894,204,5.5,0,2705,72.4,1029,127605
127606,6037127606,5852103.902,9732.730951,14.522821,32.780083,4.1185527,3179,3.1456432,3110,625,20.1,629,1189,956,336,10.8,77,1880,60.5,1230,127606
127711,6037127711,10199768.03,13542.46992,15.530418,43.717518,4.9908257,3107,3.2185388,3207,575,17.9,671,1111,945,480,15,82,1645,51.3,1562,127711
127712,6037127712,6135131.614,9824.356995,22.083981,45.800934,4.2942624,3752,2.6652453,3859,854,22.1,960,1519,1025,355,9.2,15,2284,59.2,1575,127712
127803,6037127803,6897436.315,10521.74627,26.964687,43.11084,6.1030235,4914,2.035002,5068,1218,24,1301,1918,987,862,17,241,2778,54.8,2290,127803
127804,6037127804,6868353.648,10483.56863,9.9689121,35.50259,4.2114434,4823,2.0733984,4728,1049,22.2,1089,2010,1152,477,10.1,48,2728,57.7,2000,127804
127805,6037127805,6614074.627,13204.82728,10.85679,45.685123,6.7125645,3545,8.4626236,3518,722,20.5,788,1344,776,610,17.3,120,2082,59.2,1436,127805
127806,6037127806,7352993.193,13484.5355,17.645107,41.923714,4.8165135,3083,9.7307816,3576,725,20.3,742,1799,817,218,6.1,0,2354,65.8,1222,127806
127910,6037127910,6993754.405,10580.3824,22.087379,56.148869,5.1968098,4859,10.290183,4908,1249,25.4,1336,1980,1081,511,10.4,124,3802,77.5,1106,127910
127920,6037127920,6982234.682,10569.20637,25.329086,42.908707,5.2911534,4713,4.2435818,4622,791,17.1,867,2126,1145,484,10.5,62,1861,40.3,2761,127920
128101,6037128101,6984201.745,10570.75815,15.472953,43.185253,4.9949031,2995,13.355593,2890,471,16.3,479,1231,842,338,11.7,34,1405,48.6,1485,128101
128102,6037128102,6983275.123,10570.69716,19.890511,53.872669,4.4921317,4888,6.1374793,4750,943,19.9,1023,1932,1381,414,8.7,26,3293,69.3,1457,128102
128210,6037128210,5919273.865,9764.438275,35.007553,74.112541,4.9027662,5358,3.7327361,5357,1419,26.5,1496,2293,1227,341,6.4,46,4404,82.2,953,128210
128220,6037128220,5979977.103,10040.05317,19.62911,49.055283,5.5949898,2779,7.1968336,2832,427,15.1,485,1093,983,271,9.6,45,1401,49.5,1431,128220
128302,6037128302,7414485.407,12437.52436,22.44898,52.590267,4.910243,4826,6.2163281,4790,1070,22.3,1147,2147,931,565,11.8,47,3268,68.2,1522,128302
128601,6037128601,7339199.218,13840.6278,22.363457,47.090366,4.7037807,4834,6.2060404,5020,1062,21.2,1308,2193,1236,283,5.6,10,2884,57.5,2136,128601
128602,6037128602,12209301.96,14527.21528,13.800623,18.47352,5.1087332,2892,6.9156294,2863,513,17.9,562,1041,741,519,18.1,28,495,17.3,2368,128602
128703,6037128703,8910739.958,11759.03003,7.2399726,16.689327,4.8130469,3070,3.257329,3252,271,8.3,271,1703,622,656,20.2,100,581,17.9,2671,128703
128704,6037128704,8965439.169,12103.94787,9.455843,17.439785,4.7826085,2239,4.4662795,2335,374,16,440,800,684,411,17.6,37,205,8.8,2130,128704
128802,6037128802,10452953.6,13223.96417,4.1446004,10.154271,3.9903588,4309,2.320724,4186,772,18.4,858,1688,881,759,18.1,314,777,18.6,3409,128802
128910,6037128910,14388073.49,17404.42303,6.0314136,17.90576,3.7900875,4614,4.3346338,4741,1024,21.6,1105,1744,1262,630,13.3,53,1158,24.4,3583,128910
131021,6037131021,6053641.289,10619.54586,11.550678,44.643372,4.3859649,3465,8.6580086,3423,1081,31.6,1218,1310,669,226,6.6,14,1997,58.3,1426,131021
131023,6037131023,6339742.683,10095.47765,15.667116,42.587601,4.4992743,2946,10.183299,2774,576,20.8,634,1138,759,243,8.8,50,1717,61.9,1057,131023
131701,6037131701,7100111.062,10658.50078,16.519175,28.55826,4.8959317,5602,5.3552303,5297,1380,26.1,1434,1969,1239,655,12.4,33,2732,51.6,2565,131701
131702,6037131702,7761381.873,11155.23664,3.7353256,30.522945,4.7952399,4135,7.2551389,3958,864,21.8,1017,1345,1106,490,12.4,103,2255,57,1703,131702
131801,6037131801,7064102.645,10634.07584,16.344631,53.658535,4.9201007,3085,16.207455,3068,821,26.8,866,1243,599,360,11.7,117,1826,59.5,1242,131801
131802,6037131802,7095756.602,10655.799,2.0072393,14.313919,4.8974466,2564,27.301092,2481,379,15.3,406,1067,734,274,11,29,1176,47.4,1305,131802
132001,6037132001,10425781.1,13176.72361,4.923697,13.993666,4.9944091,3213,6.2247119,2947,467,15.8,519,1092,845,491,16.7,92,911,30.9,2036,132001
132002,6037132002,17223434.68,21045.82604,3.6085293,27.282669,5.1952977,3596,11.12347,3707,987,26.6,1121,1001,1149,436,11.8,26,1784,48.1,1923,132002
132101,6037132101,8723825.913,11887.88229,31.711445,42.183205,4.1883383,4592,2.1777003,4319,1403,32.5,1477,1371,1138,333,7.7,39,2280,52.8,2039,132101
132102,6037132102,14759855.79,18876.33538,11.975333,35.269543,5.0994153,5347,3.7404151,5279,1129,21.4,1158,1976,1206,939,17.8,136,2434,46.1,2845,132102
132301,6037132301,6791553.401,13146.98163,18.691813,35.879684,5.6124134,4074,7.3637705,3689,727,19.7,851,1519,916,403,10.9,55,2107,57.1,1582,132301
132302,6037132302,6970277.964,13199.85635,6.2536025,35.302593,5.5966549,3359,8.9312296,3178,567,17.8,667,1233,910,368,11.6,0,2010,63.2,1168,132302
132502,6037132502,6724907.025,10978.74554,23.703478,46.888348,6.2111802,3207,3.1181791,3565,770,21.6,857,1064,837,807,22.6,126,1365,38.3,2200,132502
133102,6037133102,9215566.69,12061.65134,15.939731,43.827648,6.9868994,3663,2.7300026,3703,686,18.5,767,1053,1034,849,22.9,315,997,26.9,2706,133102
134001,6037134001,6280335.427,12140.66344,12.641458,44.548717,4.2115903,3757,10.646792,3715,900,24.2,994,1445,1039,237,6.4,28,2714,73.1,1001,134001
134002,6037134002,8110430.303,13626.24321,13.406079,37.983891,5.1971326,3760,2.6595745,3798,872,23,970,1382,756,690,18.2,62,1996,52.6,1802,134002
134104,6037134104,6974297.427,10562.54438,17.419355,35.79533,3.9988813,4308,9.2850513,4419,945,21.4,1014,1631,1143,631,14.3,83,1750,39.6,2669,134104
134201,6037134201,15786890.49,16455.95158,8.3637104,19.07655,4.6870694,4587,10.900371,4345,870,20,984,1504,1417,440,10.1,40,1950,44.9,2395,134201
134303,6037134303,17059177.78,17236.45652,7.0159535,24.437998,5.2936478,5556,12.598992,5597,893,16,1052,1867,1597,1081,19.3,270,2208,39.4,3389,134303
134304,6037134304,10983146.11,13572.09325,13.490909,24.654545,6.7100449,2885,3.4662044,3045,627,20.6,657,954,796,638,21,99,1165,38.3,1880,134304
134305,6037134305,3848663.908,8097.519082,21.282505,62.307499,4.8063622,3726,5.3676867,3840,1053,27.4,1267,1519,819,235,6.1,9,3050,79.4,790,134305
134306,6037134306,6671301.68,10337.91299,12.776243,39.894108,4.3133802,4387,4.5589242,3925,781,19.9,861,1338,1076,650,16.6,63,2079,53,1846,134306
134423,6037134423,16866286.95,18426.95334,6.8702292,15.493356,6.099627,3385,5.9084196,3243,554,17.1,616,690,864,1073,33.1,351,434,13.4,2809,134423
134520,6037134520,10410480.77,13162.39828,17.479605,61.100502,4.5921717,5439,9.1928663,5263,1265,24,1410,2168,1142,543,10.3,40,3709,70.5,1554,134520
134521,6037134521,3786338.215,8186.670831,18.794964,48.621101,3.2048836,3087,3.2393911,2944,921,31.3,992,1265,534,153,5.2,5,2770,94.1,174,134521
134522,6037134522,6622491.9,10276.04427,36.445126,56.755573,4.4936504,4490,4.4543428,4741,1117,23.6,1243,1827,1299,372,7.8,102,3165,66.8,1576,134522
134710,6037134710,6141778.732,9944.812411,27.267647,55.112682,4.4907408,5441,5.5136924,5531,1547,28,1687,2104,1247,493,8.9,85,3563,64.4,1968,134710
134720,6037134720,10650527.63,13301.31408,14.591404,33.277992,4.7935104,5417,7.384161,5195,1056,20.3,1161,2036,1413,585,11.3,85,2613,50.3,2582,134720
134801,6037134801,9947561.664,13016.08629,12.421053,35.42857,4.7937131,3001,3.3322227,3091,483,15.6,638,902,1086,465,15,16,1246,40.3,1845,134801
134802,6037134802,10227080.18,12886.24546,11.118294,18.19651,4.8165135,2825,17.699116,3121,694,22.2,832,976,880,433,13.9,88,1353,43.4,1768,134802
134901,6037134901,11430800.77,15182.44491,20.694807,28.277924,5.9846339,2610,11.494253,2577,452,17.5,528,794,754,501,19.4,30,910,35.3,1667,134901
134904,6037134904,11191145.48,15680.84058,14.65886,30.376041,5.0928698,4701,4.2544141,4615,781,16.9,800,1822,1500,493,10.7,15,2258,48.9,2357,134904
134906,6037134906,1881279.934,7329.32305,15.22025,28.96121,2.7230592,3269,6.1180787,3056,530,17.3,607,1246,895,308,10.1,38,1998,65.4,1058,134906
134907,6037134907,4213747.719,9405.296869,26.25564,38.075188,2.690815,3354,2.9815147,3635,334,9.2,334,2790,511,0,0,0,863,23.7,2772,134907
135102,6037135102,17958064.7,18952.7252,1.4248705,14.455958,5.7114229,3672,5.4466233,3652,654,17.9,737,944,1169,802,22,70,687,18.8,2965,135102
135111,6037135111,11190476.14,13450.5216,7.4074073,9.9259262,4.780262,3785,13.21004,4001,805,20.1,945,1559,965,532,13.3,146,1359,34,2642,135111
135113,6037135113,6927095.904,13080.96264,4.302103,18.036966,3.5007071,3225,6.2015505,2951,428,14.5,459,1342,807,343,11.6,7,493,16.7,2458,135113
135115,6037135115,3589811.841,8176.141863,11.975468,22.562944,4.7321429,3118,3.2071841,3212,740,23,795,1623,472,322,10,29,595,18.5,2617,135115
135116,6037135116,10079453.13,13024.32385,13.533834,35.680111,4.7058825,1586,6.3051701,1477,125,8.5,125,640,306,406,27.5,93,259,17.5,1218,135116
135201,6037135201,16487042.08,18595.20007,12.479257,17.590441,5.7225995,2925,20.512821,3104,913,29.4,1008,904,775,417,13.4,69,579,18.7,2525,135201
135202,6037135202,18971223.83,17817.55331,6.5829363,11.043742,5.5898876,4531,6.6210551,4625,1192,25.8,1282,1384,1461,498,10.8,135,461,10,4164,135202
135204,6037135204,19993004.34,18737.62128,3.174294,16.299902,5.5854363,4928,2.0292208,4481,689,15.4,842,1363,1610,666,14.9,69,844,18.8,3637,135204
137104,6037137104,27605172.2,23404.40558,17.022102,21.868942,6.6210046,2511,7.9649544,2416,396,16.4,471,731,597,617,25.5,71,347,14.4,2069,137104
137202,6037137202,9364189.268,13002.34849,9.0521183,18.439501,5.004859,3416,8.7822018,3339,606,18.1,701,1645,637,356,10.7,24,407,12.2,2932,137202
137203,6037137203,12099806.86,14510.43031,7.2664361,9.6116877,5.0018802,2548,11.77394,2660,875,32.9,925,536,937,262,9.8,9,822,30.9,1838,137203
137301,6037137301,17325461.93,20267.87261,3.7597234,6.4390664,5.5201697,2097,9.5374346,2142,428,20,453,452,817,420,19.6,124,134,6.3,2008,137301
137401,6037137401,25590865.96,26377.21475,3.4465902,7.9198241,4.7927079,4536,4.4091711,4567,1191,26.1,1201,1281,1467,618,13.5,48,687,15,3880,137401
137402,6037137402,33175391.23,30889.37119,2.9168167,11.901332,6.7062044,5598,3.5727046,5663,1415,25,1447,1589,1509,1118,19.7,199,644,11.4,5019,137402
137501,6037137501,27063405.61,24228.64638,15.512307,21.56077,4.8118763,5080,9.8425198,5426,1201,22.1,1228,2180,1235,783,14.4,144,544,10,4882,137501
137502,6037137502,22497691.04,19258.42656,5.1418033,19.045424,5.6020069,4298,16.286646,4432,798,18,870,1283,1505,774,17.5,158,652,14.7,3780,137502
139001,6037139001,13344180.15,17734.57219,4.0640173,12.012228,4.6108861,5439,1.8385732,5511,1255,22.8,1324,1864,1435,888,16.1,112,1119,20.3,4392,139001
139302,6037139302,3641075.099,7960.590531,15.789474,39.533493,5.1977687,4806,4.1614647,5181,953,18.4,1145,2284,1231,521,10.1,29,2002,38.6,3179,139302
139303,6037139303,4472901.079,9039.501436,16.390545,43.560856,5.2065649,4477,4.4672771,4556,722,15.8,807,1696,1015,1038,22.8,349,1216,26.7,3340,139303
139401,6037139401,9765085.111,12733.70833,11.053055,29.782959,5.3093462,2468,28.363047,2405,335,13.9,335,883,575,612,25.4,162,383,15.9,2022,139401
139402,6037139402,26304322.72,28597.98918,5.7401814,17.556227,5.8112507,2877,13.903372,2893,624,21.6,789,565,909,630,21.8,121,247,8.5,2646,139402
139502,6037139502,11275140.06,16958.94147,6.8575234,11.517976,6.0880294,2874,10.438414,3113,698,22.4,786,814,961,552,17.7,70,637,20.5,2476,139502
139504,6037139504,3111312.448,8102.194681,20.203489,36.458332,7.109005,3725,2.6845639,3741,618,16.5,664,1257,1096,724,19.4,126,398,10.6,3343,139504
139505,6037139505,1821398.901,6648.280854,42.900505,52.344013,6.4016738,2609,7.6657724,2485,331,13.3,331,845,852,457,18.4,22,622,25,1863,139505
139701,6037139701,36582509.77,32947.29545,12.22031,13.580034,5.795053,5729,6.9820213,5388,944,17.5,1027,1266,1742,1353,25.1,225,280,5.2,5108,139701
141101,6037141101,8170710.474,11728.90722,8.2404881,17.784317,3.5910087,4458,2.2431583,4434,759,17.1,891,1888,1332,323,7.3,56,896,20.2,3538,141101
141102,6037141102,8383648.904,15328.38512,7.4679489,23.557692,4.0032024,3049,3.2797639,2961,530,17.9,558,1383,680,340,11.5,20,434,14.7,2527,141102
141201,6037141201,7545646.497,12115.15349,8.2123308,18.733635,3.2953105,4015,7.4719801,3960,548,13.8,572,2054,979,355,9,69,639,16.1,3321,141201
141202,6037141202,7536244.173,12658.33235,10.62979,19.260246,3.8919413,2924,3.4199727,2958,363,12.3,384,1055,1014,505,17.1,48,341,11.5,2617,141202
141303,6037141303,2828156.849,7096.509128,12.940834,21.83037,3.6883943,3330,6.0060062,3231,327,10.1,353,1662,832,384,11.9,49,432,13.4,2799,141303
141306,6037141306,6448497.151,12450.08757,2.6448362,14.105793,3.539463,3145,3.1796503,3076,413,13.4,489,1589,722,276,9,61,672,21.8,2404,141306
143101,6037143101,14733761.97,18487.39605,4.9268293,20.878048,4.6133423,2157,9.2721376,2074,297,14.3,297,680,590,507,24.4,83,238,11.5,1836,143101
143102,6037143102,4210680.788,8677.418427,7.0593734,20.804113,4.6457605,2119,9.4384146,2337,313,13.4,323,1049,789,176,7.5,9,507,21.7,1830,143102
143301,6037143301,6246426.565,13124.08224,5.103179,18.153933,3.7943084,3474,2.8785262,3385,678,20,680,1511,627,567,16.8,69,790,23.3,2595,143301
143602,6037143602,13131129.24,16670.54592,11.316648,22.850925,4.5929527,4936,2.0259318,4734,703,14.9,703,1356,1849,826,17.4,137,574,12.1,4160,143602
143606,6037143606,2619296.7,12326.48278,6.3492064,18.283363,2.4752476,1747,17.172295,1695,115,6.8,129,1150,365,51,3,0,159,9.4,1536,143606
143801,6037143801,15406756.29,21428.12494,3.5308199,8.0490723,4.4869294,3270,9.1743116,3411,688,20.2,769,1417,830,395,11.6,46,296,8.7,3115,143801
143802,6037143802,12536514.86,31513.42547,2.0391843,11.87525,4.5062318,2247,4.4503784,2239,308,13.8,347,816,493,583,26,23,181,8.1,2058,143802
143901,6037143901,56976916.5,42046.85213,2.0713463,7.7100115,4.9857097,4292,11.649581,4222,1028,24.3,1083,1032,1320,787,18.6,71,684,16.2,3538,143901
183101,6037183101,10418565.7,17031.55397,15.023645,27.537287,4.8036599,2442,20.475021,2741,342,12.5,342,1112,754,533,19.4,61,1747,63.7,994,183101
183220,6037183220,5760984.865,13315.7455,12.833764,28.050531,4.7928996,3370,2.9673591,3118,546,17.5,582,1326,686,524,16.8,34,1692,54.3,1426,183220
183221,6037183221,7607138.708,12827.57375,9.422246,38.120949,4.8823948,3530,5.6657224,3514,745,21.2,764,1330,1042,378,10.8,52,2283,65,1231,183221
183401,6037183401,5223873.287,10480.95606,17.803661,38.14476,4.6844182,2436,4.1050901,2416,351,14.5,428,943,553,492,20.4,115,1246,51.6,1170,183401
183520,6037183520,4603630.952,9181.87254,17.1875,49.66518,4.3115439,3944,2.535497,3850,793,20.6,887,1661,797,505,13.1,71,3107,80.7,743,183520
183610,6037183610,4075528.431,9804.400674,19.018194,36.731892,4.5831685,2909,6.8752151,3042,542,17.8,586,1414,665,377,12.4,62,2024,66.5,1018,183610
183701,6037183701,5929404.438,12531.34496,10.792431,31.342402,3.7938666,3329,9.0117149,3181,573,18,604,1566,574,437,13.7,48,2124,66.8,1057,183701
183702,6037183702,9605920.268,17111.31017,11.686144,26.777964,4.1889482,2925,3.4188035,3074,599,19.5,627,1347,738,362,11.8,53,1498,48.7,1576,183702
183810,6037183810,4896689.876,10289.06663,22.953995,44.261501,4.0050459,4369,16.021973,4259,805,18.9,872,2212,725,450,10.6,13,3067,72,1192,183810
185101,6037185101,8773447.402,18663.59714,7.9684134,18.772434,4.7772412,2924,3.4199727,2780,395,14.2,452,1306,584,438,15.8,74,1368,49.2,1412,185101
185310,6037185310,4532369.889,12164.17908,15.779528,33.889763,4.9007182,3053,9.8263998,2897,582,20.1,649,1296,547,405,14,38,2458,84.8,439,185310
185320,6037185320,5986319.312,12738.94777,26.378489,47.583389,6.4190736,2831,7.0646415,2735,441,16.1,548,959,907,321,11.7,38,2162,79,573,185320
186201,6037186201,5618755.447,12105.64874,12.828396,20.98938,4.904943,3503,8.5640879,3382,522,15.4,551,1089,884,858,25.4,196,1255,37.1,2127,186201
186202,6037186202,4394286.675,11049.87448,10.15625,27.552084,4.3183222,1739,23.001724,1676,187,11.2,206,609,605,256,15.3,7,580,34.6,1096,186202
186302,6037186302,18139341.78,17905.21935,5.4911647,20.748623,4.489892,5082,1.9677292,4850,656,13.5,690,2057,1267,836,17.2,107,1827,37.7,3023,186302
186401,6037186401,10370782.44,17895.70209,17.417135,49.781113,4.9858127,3042,13.149244,2692,630,23.4,725,1055,591,321,11.9,29,1991,74,701,186401
186404,6037186404,4317771.047,8867.001,22.53471,43.253826,4.4190664,2795,10.733453,2663,603,22.6,634,1290,559,180,6.8,37,1809,67.9,854,186404
187101,6037187101,8483179.308,12910.60739,7.809042,19.633259,4.9046321,2983,3.35233,3029,420,13.9,452,1093,792,692,22.8,101,939,31,2090,187101
187102,6037187102,23579786.27,38378.69919,18.989944,43.624313,5.1917992,4588,6.5387969,4637,796,17.2,984,1781,1182,690,14.9,110,2018,43.5,2619,187102
188201,6037188201,8354825.634,17041.6062,9.1328411,18.480934,3.1105227,3077,3.2499187,3027,406,13.4,423,1690,638,276,9.1,8,406,13.4,2621,188201
189101,6037189101,4254115.406,8256.537441,7.1538463,14.076923,3.4832451,2366,4.2265425,2328,229,9.8,229,1347,419,333,14.3,155,184,7.9,2144,189101
189102,6037189102,6761960.413,12162.01443,5.2272725,16.262627,3.9920161,3910,5.1150894,3858,481,12.5,481,2270,654,453,11.7,101,412,10.7,3446,189102
189201,6037189201,3505709.456,7950.841905,18.477554,35.491215,4.1138158,3020,9.9337749,2908,275,9.5,283,1686,554,385,13.2,78,748,25.7,2160,189201
189501,6037189501,3691369.697,9296.864585,10.463515,15.144562,3.5882101,2293,4.3610988,2182,236,10.8,236,934,776,236,10.8,15,115,5.3,2067,189501
189502,6037189502,2683324.519,7299.366956,18.301611,28.452904,3.5861259,1948,5.1334701,1875,28,1.5,28,1104,486,257,13.7,0,435,23.2,1440,189502
189702,6037189702,15699524.85,23121.72829,12.737016,17.68343,4.6161566,2121,4.714757,2283,144,6.3,144,964,741,434,19,99,242,10.6,2041,189702
189703,6037189703,36424459.55,43353.96444,6.7021275,14.042553,3.7940381,1824,5.4824562,1872,158,8.4,201,859,559,253,13.5,9,164,8.8,1708,189703
189801,6037189801,4421018.988,10113.93427,11.038608,22.457857,3.8994355,1766,22.650057,1781,110,6.2,110,740,588,343,19.3,53,173,9.7,1608,189801
189802,6037189802,3433588.164,7873.146346,15.774779,30.851559,3.8969617,1917,5.2164841,1857,126,6.8,126,905,308,518,27.9,90,339,18.3,1518,189802
189904,6037189904,1717859.999,5282.079057,12.421053,28.252632,3.1841652,2270,8.8105726,2316,107,4.6,123,1491,532,170,7.3,48,480,20.7,1836,189904
189906,6037189906,2182591.85,5943.374634,16.362946,26.044039,3.6845729,2467,4.0535064,2448,47,1.9,74,1827,446,101,4.1,9,265,10.8,2183,189906
189907,6037189907,1746429.873,5286.485059,11.166253,19.975185,3.7005165,2416,4.1390729,2429,345,14.2,345,1391,479,214,8.8,22,505,20.8,1924,189907
190101,6037190101,2415023.445,6832.130177,20.931639,46.279491,3.0902348,1659,30.138638,1731,54,3.1,54,1327,231,119,6.9,0,236,13.6,1495,190101
190102,6037190102,4049647.99,8766.927231,12.777778,33.555557,3.0950627,2473,4.0436716,2657,62,2.3,79,1896,431,251,9.4,0,837,31.5,1820,190102
190201,6037190201,2441732.82,6951.861667,25.992632,58.94392,4.6172538,2928,10.245902,3031,299,9.9,632,1457,655,287,9.5,47,1288,42.5,1743,190201
190202,6037190202,2275158.772,6643.154704,23.433661,40.571255,4.1030536,2988,6.6934404,2860,0,0,0,1785,510,565,19.8,131,434,15.2,2426,190202
190302,6037190302,2581477.369,9434.624828,21.105528,45.192631,5.0863423,2811,3.5574529,2967,234,7.9,257,1448,673,589,19.9,64,610,20.6,2357,190302
190303,6037190303,1760119.246,5299.291281,17.988668,50.708214,5.1104975,2608,3.8343558,2514,75,3,89,1234,821,370,14.7,86,368,14.6,2146,190303
190402,6037190402,1691439.608,5221.39163,21.690821,40.531403,5.491991,2169,9.2208395,2194,234,10.7,274,1251,394,275,12.5,71,369,16.8,1825,190402
190510,6037190510,3427014.774,7981.117831,24.927074,53.062847,4.1897001,3710,13.477089,3974,680,17.1,680,1971,891,432,10.9,37,1768,44.5,2206,190510
190520,6037190520,2625881.614,6612.057712,28.064672,49.710426,6.3038955,3864,15.52795,3617,702,19.4,741,1381,947,548,15.2,149,1502,41.5,2115,190520
190701,6037190701,4762957.719,9891.614212,37.152985,50.147667,4.4075556,1551,19.34236,1629,174,10.7,231,603,418,377,23.1,21,420,25.8,1209,190701
190702,6037190702,2152792.977,5909.32843,5.8562555,25.820763,4.4303799,1161,8.6132641,1154,25,2.2,25,632,358,139,12,17,316,27.4,838,190702
190801,6037190801,3489474.251,7925.329662,39.967506,60.641754,7.8805475,3001,3.3322227,3200,279,8.7,579,1507,486,628,19.6,160,1365,42.7,1835,190801
190802,6037190802,5239268.653,9249.700406,21.100618,49.658092,5.2847042,2944,3.3967392,2794,178,6.4,199,1442,911,242,8.7,34,966,34.6,1828,190802
190901,6037190901,5276300.588,9290.822749,27.447834,54.070168,4.6026225,3613,11.071132,3609,466,12.9,585,1581,1083,360,10,64,2629,72.8,980,190901
190902,6037190902,5241761.853,9257.056885,19.02985,41.764393,4.6859083,3711,2.6946914,3754,592,15.8,672,1744,975,363,9.7,11,2256,60.1,1498,190902
